Precinct_name,candidate_name,Contest_title,Sum of total_votes
312,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
312,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
312,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
312,Steve Adler,"MAYOR, CITY OF AUSTIN",0
313,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",13
313,Hillary Procknow,"AT LARGE POSITION 9, AISD",3
313,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",2
313,Kendall Pace,"AT LARGE POSITION 9, AISD",16
313,Mike Martinez,"MAYOR, CITY OF AUSTIN",14
313,Steve Adler,"MAYOR, CITY OF AUSTIN",10
314,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",103
314,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",261
314,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",178
314,Hillary Procknow,"AT LARGE POSITION 9, AISD",113
314,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",130
314,Kendall Pace,"AT LARGE POSITION 9, AISD",199
314,Mike Martinez,"MAYOR, CITY OF AUSTIN",60
314,Steve Adler,"MAYOR, CITY OF AUSTIN",309
315,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",153
315,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",433
315,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",244
315,Hillary Procknow,"AT LARGE POSITION 9, AISD",179
315,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",206
315,Kendall Pace,"AT LARGE POSITION 9, AISD",272
315,Mike Martinez,"MAYOR, CITY OF AUSTIN",123
315,Steve Adler,"MAYOR, CITY OF AUSTIN",455
317,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",108
317,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",117
317,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",83
317,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",81
317,Mike Martinez,"MAYOR, CITY OF AUSTIN",41
317,Steve Adler,"MAYOR, CITY OF AUSTIN",201
318,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
318,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",1
318,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
318,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
318,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
318,Steve Adler,"MAYOR, CITY OF AUSTIN",4
321,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",73
321,Hillary Procknow,"AT LARGE POSITION 9, AISD",59
321,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",69
321,Kendall Pace,"AT LARGE POSITION 9, AISD",90
321,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",107
321,Mike Martinez,"MAYOR, CITY OF AUSTIN",43
321,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",103
321,Steve Adler,"MAYOR, CITY OF AUSTIN",172
323,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",87
323,Hillary Procknow,"AT LARGE POSITION 9, AISD",56
323,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",81
323,Kendall Pace,"AT LARGE POSITION 9, AISD",109
323,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",131
323,Mike Martinez,"MAYOR, CITY OF AUSTIN",97
323,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",105
323,Steve Adler,"MAYOR, CITY OF AUSTIN",152
324,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
324,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
324,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",1
324,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
324,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
324,Steve Adler,"MAYOR, CITY OF AUSTIN",1
325,DeWayne Lofton,"DISTRICT 1, AUSTIN CITY COUNCIL, CITY OF AUSTIN",4
325,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",3
325,Hillary Procknow,"AT LARGE POSITION 9, AISD",2
325,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",4
325,Kendall Pace,"AT LARGE POSITION 9, AISD",4
325,Mike Martinez,"MAYOR, CITY OF AUSTIN",2
325,Ora Houston,"DISTRICT 1, AUSTIN CITY COUNCIL, CITY OF AUSTIN",4
325,Steve Adler,"MAYOR, CITY OF AUSTIN",6
326,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",121
326,Hillary Procknow,"AT LARGE POSITION 9, AISD",24
326,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",204
326,Kendall Pace,"AT LARGE POSITION 9, AISD",28
326,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",206
326,Mike Martinez,"MAYOR, CITY OF AUSTIN",77
326,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",263
326,Steve Adler,"MAYOR, CITY OF AUSTIN",405
327,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",298
327,Hillary Procknow,"AT LARGE POSITION 9, AISD",176
327,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",320
327,Kendall Pace,"AT LARGE POSITION 9, AISD",349
327,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",372
327,Mike Martinez,"MAYOR, CITY OF AUSTIN",172
327,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",504
327,Steve Adler,"MAYOR, CITY OF AUSTIN",724
328,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",250
328,Hillary Procknow,"AT LARGE POSITION 9, AISD",89
328,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",273
328,Kendall Pace,"AT LARGE POSITION 9, AISD",147
328,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",336
328,Mike Martinez,"MAYOR, CITY OF AUSTIN",174
328,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",359
328,Steve Adler,"MAYOR, CITY OF AUSTIN",536
329,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",147
329,Hillary Procknow,"AT LARGE POSITION 9, AISD",69
329,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",104
329,Kendall Pace,"AT LARGE POSITION 9, AISD",156
329,Mike Martinez,"MAYOR, CITY OF AUSTIN",91
329,Steve Adler,"MAYOR, CITY OF AUSTIN",293
330,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",5
330,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",2
330,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",1
330,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",1
330,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
330,Steve Adler,"MAYOR, CITY OF AUSTIN",6
331,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",268
331,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",284
331,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",322
331,Mike Martinez,"MAYOR, CITY OF AUSTIN",201
331,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",391
331,Steve Adler,"MAYOR, CITY OF AUSTIN",528
332,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",219
332,Hillary Procknow,"AT LARGE POSITION 9, AISD",158
332,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",207
332,Kendall Pace,"AT LARGE POSITION 9, AISD",266
332,Mike Martinez,"MAYOR, CITY OF AUSTIN",262
332,Steve Adler,"MAYOR, CITY OF AUSTIN",352
333,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",443
333,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",263
333,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",245
333,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",333
333,Mike Martinez,"MAYOR, CITY OF AUSTIN",168
333,Steve Adler,"MAYOR, CITY OF AUSTIN",577
334,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",524
334,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",418
334,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",226
334,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",358
334,Mike Martinez,"MAYOR, CITY OF AUSTIN",146
334,Steve Adler,"MAYOR, CITY OF AUSTIN",737
335,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",258
335,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",222
335,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",195
335,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",287
335,Mike Martinez,"MAYOR, CITY OF AUSTIN",103
335,Steve Adler,"MAYOR, CITY OF AUSTIN",441
336,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",288
336,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",225
336,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",192
336,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",298
336,Mike Martinez,"MAYOR, CITY OF AUSTIN",109
336,Steve Adler,"MAYOR, CITY OF AUSTIN",485
337,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",350
337,Hillary Procknow,"AT LARGE POSITION 9, AISD",190
337,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",267
337,Kendall Pace,"AT LARGE POSITION 9, AISD",405
337,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",377
337,Mike Martinez,"MAYOR, CITY OF AUSTIN",178
337,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",570
337,Steve Adler,"MAYOR, CITY OF AUSTIN",779
338,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",1
338,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
338,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",46
338,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",26
338,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",45
338,Mike Martinez,"MAYOR, CITY OF AUSTIN",26
338,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",61
338,Steve Adler,"MAYOR, CITY OF AUSTIN",87
339,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",316
339,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",209
339,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",194
339,Hillary Procknow,"AT LARGE POSITION 9, AISD",133
339,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",157
339,Kendall Pace,"AT LARGE POSITION 9, AISD",223
339,Mike Martinez,"MAYOR, CITY OF AUSTIN",156
339,Steve Adler,"MAYOR, CITY OF AUSTIN",372
340,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",99
340,Hillary Procknow,"AT LARGE POSITION 9, AISD",67
340,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",103
340,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",56
340,Kendall Pace,"AT LARGE POSITION 9, AISD",115
340,Mike Martinez,"MAYOR, CITY OF AUSTIN",121
340,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",88
340,Steve Adler,"MAYOR, CITY OF AUSTIN",173
341,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
341,Hillary Procknow,"AT LARGE POSITION 9, AISD",0
341,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
341,Kendall Pace,"AT LARGE POSITION 9, AISD",0
341,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
341,Steve Adler,"MAYOR, CITY OF AUSTIN",0
342,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",338
342,Hillary Procknow,"AT LARGE POSITION 9, AISD",205
342,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",320
342,Kendall Pace,"AT LARGE POSITION 9, AISD",450
342,Mike Martinez,"MAYOR, CITY OF AUSTIN",383
342,Steve Adler,"MAYOR, CITY OF AUSTIN",548
343,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",46
343,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",40
343,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",29
343,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",36
343,Mike Martinez,"MAYOR, CITY OF AUSTIN",31
343,Steve Adler,"MAYOR, CITY OF AUSTIN",57
344,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",126
344,Hillary Procknow,"AT LARGE POSITION 9, AISD",104
344,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",119
344,Kate Mason-Murphy,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",45
344,Kendall Pace,"AT LARGE POSITION 9, AISD",136
344,Mike Martinez,"MAYOR, CITY OF AUSTIN",116
344,Paul Salda�a,"DISTRICT 6, SINGLE MEMBER TRUSTEE, AISD",57
344,Steve Adler,"MAYOR, CITY OF AUSTIN",212
345,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
345,Hillary Procknow,"AT LARGE POSITION 9, AISD",0
345,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",0
345,Kendall Pace,"AT LARGE POSITION 9, AISD",0
345,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
345,Mike Martinez,"MAYOR, CITY OF AUSTIN",0
345,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
345,Steve Adler,"MAYOR, CITY OF AUSTIN",0
347,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",318
347,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",437
347,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",274
347,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",193
347,Mike Martinez,"MAYOR, CITY OF AUSTIN",133
347,Steve Adler,"MAYOR, CITY OF AUSTIN",641
349,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",578
349,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",479
349,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",376
349,Hillary Procknow,"AT LARGE POSITION 9, AISD",274
349,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",314
349,Kendall Pace,"AT LARGE POSITION 9, AISD",437
349,Mike Martinez,"MAYOR, CITY OF AUSTIN",328
349,Steve Adler,"MAYOR, CITY OF AUSTIN",737
350,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",197
350,Hillary Procknow,"AT LARGE POSITION 9, AISD",143
350,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",170
350,Kendall Pace,"AT LARGE POSITION 9, AISD",205
350,Mike Martinez,"MAYOR, CITY OF AUSTIN",168
350,Steve Adler,"MAYOR, CITY OF AUSTIN",344
351,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",186
351,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",104
351,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",117
351,Hillary Procknow,"AT LARGE POSITION 9, AISD",80
351,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",88
351,Kendall Pace,"AT LARGE POSITION 9, AISD",118
351,Mike Martinez,"MAYOR, CITY OF AUSTIN",94
351,Steve Adler,"MAYOR, CITY OF AUSTIN",205
352,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",207
352,Hillary Procknow,"AT LARGE POSITION 9, AISD",132
352,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",167
352,Kendall Pace,"AT LARGE POSITION 9, AISD",244
352,Mike Martinez,"MAYOR, CITY OF AUSTIN",185
352,Steve Adler,"MAYOR, CITY OF AUSTIN",322
354,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",714
354,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",607
354,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",438
354,Hillary Procknow,"AT LARGE POSITION 9, AISD",287
354,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",379
354,Kendall Pace,"AT LARGE POSITION 9, AISD",532
354,Mike Martinez,"MAYOR, CITY OF AUSTIN",330
354,Steve Adler,"MAYOR, CITY OF AUSTIN",995
356,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",119
356,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",69
356,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",61
356,Hillary Procknow,"AT LARGE POSITION 9, AISD",0
356,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",63
356,Kendall Pace,"AT LARGE POSITION 9, AISD",0
356,Mike Martinez,"MAYOR, CITY OF AUSTIN",82
356,Steve Adler,"MAYOR, CITY OF AUSTIN",117
358,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",515
358,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",363
358,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",330
358,Hillary Procknow,"AT LARGE POSITION 9, AISD",236
358,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",290
358,Kendall Pace,"AT LARGE POSITION 9, AISD",381
358,Mike Martinez,"MAYOR, CITY OF AUSTIN",313
358,Steve Adler,"MAYOR, CITY OF AUSTIN",571
359,Don Zimmerman,"DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",5
359,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",4
359,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",4
359,"James ""Jimmy"" Flannigan","DISTRICT 6, AUSTIN CITY COUNCIL, CITY OF AUSTIN",9
359,Mike Martinez,"MAYOR, CITY OF AUSTIN",4
359,Steve Adler,"MAYOR, CITY OF AUSTIN",12
360,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",346
360,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",515
360,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",292
360,Hillary Procknow,"AT LARGE POSITION 9, AISD",218
360,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",285
360,Kendall Pace,"AT LARGE POSITION 9, AISD",347
360,Mike Martinez,"MAYOR, CITY OF AUSTIN",229
360,Steve Adler,"MAYOR, CITY OF AUSTIN",634
361,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",19
361,Hillary Procknow,"AT LARGE POSITION 9, AISD",12
361,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",19
361,Kendall Pace,"AT LARGE POSITION 9, AISD",21
362,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",461
362,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",349
362,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",296
362,Hillary Procknow,"AT LARGE POSITION 9, AISD",215
362,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",275
362,Kendall Pace,"AT LARGE POSITION 9, AISD",342
362,Mike Martinez,"MAYOR, CITY OF AUSTIN",244
362,Steve Adler,"MAYOR, CITY OF AUSTIN",561
363,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",222
363,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",262
363,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",168
363,Hillary Procknow,"AT LARGE POSITION 9, AISD",98
363,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",143
363,Kendall Pace,"AT LARGE POSITION 9, AISD",213
363,Mike Martinez,"MAYOR, CITY OF AUSTIN",107
363,Steve Adler,"MAYOR, CITY OF AUSTIN",385
364,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",7
364,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",4
364,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",4
364,Hillary Procknow,"AT LARGE POSITION 9, AISD",1
364,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",3
364,Kendall Pace,"AT LARGE POSITION 9, AISD",5
364,Mandy Dealey,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
364,Mike Martinez,"MAYOR, CITY OF AUSTIN",4
364,Sheri Gallo,"DISTRICT 10, AUSTIN CITY COUNCIL, CITY OF AUSTIN",0
364,Steve Adler,"MAYOR, CITY OF AUSTIN",7
365,Ed Scruggs,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",43
365,Ellen Troxclair,"DISTRICT 8, AUSTIN CITY COUNCIL, CITY OF AUSTIN",51
365,Gigi Edwards Bryant,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",50
365,Hillary Procknow,"AT LARGE POSITION 9, AISD",26
365,Jade Chang Sheppard,"PLACE 2, ACC TRUSTEE, AUSTIN COMMUNITY COLLEGE DISTRICT",27
